"Sample","n_1","n_12","n_23","Parameter","Estimates","Std_Errors"
275,30,2,2,"sigma_0",1.39534736181003,0.135265778496929
275,30,2,2,"sigma_1",5.26292907880105e-05,0.213506581503143
275,30,2,2,"sigma_2",1.83956364964471e-06,0.118217527390468
275,30,2,2,"sigma2_0",1.94699426011022,0.377485494337741
275,30,2,2,"sigma2_1",2.76984224884896e-09,2.24733999261659e-05
275,30,2,2,"sigma2_2",3.38399442109416e-12,4.34937332276765e-07
276,30,2,2,"intercept",1.4528395711494,0.19827482767685
276,30,2,2,"X_1_cont",1.21325793406221,0.179570729616685
276,30,2,2,"X_2_cont",-0.600965454976315,0.153440110910277
276,30,2,2,"X_3_dich",1.11955053848805,0.305871521688345
276,30,2,2,"log_sigma_0",0.213420184569861,0.093536082333049
276,30,2,2,"log_sigma_1",-9.16427681473141,3553.4904570953
276,30,2,2,"log_sigma_2",-14.3030557549425,205157.783884058
276,30,2,2,"sigma_0",1.23790469042961,0.115788755044491
276,30,2,2,"sigma_1",0.000104714096223645,0.372100541654082
276,30,2,2,"sigma_2",6.14132118680439e-07,0.1259939844805
276,30,2,2,"sigma2_0",1.53240802258762,0.28667088593716
276,30,2,2,"sigma2_1",1.09650419479348e-08,7.7928343847272e-05
276,30,2,2,"sigma2_2",3.77158259194924e-13,1.5475390526e-07
277,30,2,2,"intercept",1.23297560436958,0.200266729401319
277,30,2,2,"X_1_cont",1.1088178405464,0.165276511076127
277,30,2,2,"X_2_cont",-0.656458858092975,0.153405582086159
277,30,2,2,"X_3_dich",1.00569247415553,0.309292662428793
277,30,2,2,"log_sigma_0",0.0860666075282131,0.100694870471545
277,30,2,2,"log_sigma_1",-10.0364566978564,4046.11060280904
277,30,2,2,"log_sigma_2",-13.4835239319603,85574.0978676387
277,30,2,2,"sigma_0",1.08987892002844,0.109745216681931
277,30,2,2,"sigma_1",4.37746052360272e-05,0.17711689437927
277,30,2,2,"sigma_2",1.39373420859214e-06,0.11926754756754
277,30,2,2,"sigma2_0",1.18783606032236,0.23921799647118
277,30,2,2,"sigma2_1",1.91621606357002e-09,1.55064442641673e-05
277,30,2,2,"sigma2_2",1.94249504419995e-12,3.3245452203954e-07
278,30,2,2,"intercept",1.0646431400773,0.281948191561084
278,30,2,2,"X_1_cont",0.922645074651512,0.162461327600156
278,30,2,2,"X_2_cont",-0.63502750823471,0.146318455194394
278,30,2,2,"X_3_dich",1.04687884983803,0.31325398980698
278,30,2,2,"log_sigma_0",-0.0185310836167631,0.113288010126088
278,30,2,2,"log_sigma_1",-0.43152217411679,0.300777290735595
278,30,2,2,"log_sigma_2",-1.4203324639915,0.819915384754749
278,30,2,2,"sigma_0",0.981639561209641,0.111207992550486
278,30,2,2,"sigma_1",0.649519659853711,0.195360763570304
278,30,2,2,"sigma_2",0.2416336690473,0.198119162726619
278,30,2,2,"sigma2_0",0.963616228131856,0.218332330020528
278,30,2,2,"sigma2_1",0.421875788536481,0.253781313405891
278,30,2,2,"sigma2_2",0.0583868300172603,0.0957445203964242
279,30,2,2,"intercept",1.16065342483697,0.251749214571535
279,30,2,2,"X_1_cont",0.978806357901024,0.211133987085555
279,30,2,2,"X_2_cont",-0.191310180411026,0.194874195121762
279,30,2,2,"X_3_dich",0.61204754443342,0.369066061954873
279,30,2,2,"log_sigma_0",0.363431730681765,0.102604554956847
279,30,2,2,"log_sigma_1",-10.1005915197652,4896.70955565686
279,30,2,2,"log_sigma_2",-16.8592656001029,NA
279,30,2,2,"sigma_0",1.4382566647516,0.147571685000557
279,30,2,2,"sigma_1",4.10552630418021e-05,0.201035698846798
279,30,2,2,"sigma_2",4.76556042908644e-08,NA
279,30,2,2,"sigma2_0",2.06858223370239,0.424491918961349
279,30,2,2,"sigma2_1",1.68553462343156e-09,1.65071469938956e-05
279,30,2,2,"sigma2_2",2.27105662032746e-15,NA
280,30,2,2,"intercept",1.27832923866281,0.359549138042342
280,30,2,2,"X_1_cont",0.956525194419079,0.143036655317922
280,30,2,2,"X_2_cont",-0.583103438139728,0.152493658791314
280,30,2,2,"X_3_dich",0.875162394280666,0.29468076150605
280,30,2,2,"log_sigma_0",0.10707457149398,0.0991310029475921
280,30,2,2,"log_sigma_1",-9.29503090647908,3959.63223128852
280,30,2,2,"log_sigma_2",-0.821102856061641,0.602852712488392
280,30,2,2,"sigma_0",1.11301725074392,0.110334516364217
280,30,2,2,"sigma_1",9.18796576249136e-05,0.363809653731362
280,30,2,2,"sigma_2",0.439946189534288,0.265222753709678
280,30,2,2,"sigma2_0",1.23880740045356,0.245608440131722
280,30,2,2,"sigma2_1",8.44187148527134e-09,6.68534128509518e-05
280,30,2,2,"sigma2_2",0.193552649685739,0.233367479744727
281,30,2,2,"intercept",1.01767607455397,0.195820976121152
281,30,2,2,"X_1_cont",0.806989029504047,0.174524841547384
281,30,2,2,"X_2_cont",-0.617200645992071,0.157458941512412
281,30,2,2,"X_3_dich",1.37784408455855,0.323868197287491
281,30,2,2,"log_sigma_0",0.185260505215206,0.102980327994195
281,30,2,2,"log_sigma_1",-9.23952536891536,3921.50564810135
281,30,2,2,"log_sigma_2",-15.4049103974706,522441.797885015
281,30,2,2,"sigma_0",1.20353192563691,0.123940112453574
281,30,2,2,"sigma_1",9.71236772015802e-05,0.380871048710369
281,30,2,2,"sigma_2",2.04048036563623e-07,0.106603223077206
281,30,2,2,"sigma2_0",1.4484890960273,0.298331764409811
281,30,2,2,"sigma2_1",9.43300867315675e-09,7.39831935807464e-05
281,30,2,2,"sigma2_2",4.16356012254695e-14,4.35043567205157e-08
282,30,2,2,"intercept",1.38048032807151,0.258016484075436
282,30,2,2,"X_1_cont",0.771493581833858,0.195711288649219
282,30,2,2,"X_2_cont",-0.271874671611761,0.197863703390341
282,30,2,2,"X_3_dich",0.115658303516071,0.375756270171506
282,30,2,2,"log_sigma_0",0.372587983100499,0.107569402088513
282,30,2,2,"log_sigma_1",-9.74068135965625,4841.55152085343
282,30,2,2,"log_sigma_2",-15.0268454367524,420252.007864721
282,30,2,2,"sigma_0",1.45148617977975,0.156135500498647
282,30,2,2,"sigma_1",5.88404296850694e-05,0.284878971829417
282,30,2,2,"sigma_2",2.97799487767788e-07,0.125150832675498
282,30,2,2,"sigma2_0",2.10681213009161,0.453257042293562
282,30,2,2,"sigma2_1",3.46219616552359e-09,3.35248022213673e-05
282,30,2,2,"sigma2_2",8.86845349147567e-14,7.45397077289508e-08
283,30,2,2,"intercept",1.44270938358809,0.250150984399792
283,30,2,2,"X_1_cont",1.12588115224988,0.191165525732245
283,30,2,2,"X_2_cont",-0.271915035858035,0.204300148011974
283,30,2,2,"X_3_dich",0.6654735957288,0.37357108812307
283,30,2,2,"log_sigma_0",0.341384113157684,0.097191000757266
283,30,2,2,"log_sigma_1",-3.58464704995062,NA
283,30,2,2,"log_sigma_2",-7.14080462808426,195.960788935892
283,30,2,2,"sigma_0",1.40689354340835,0.136737391442794
283,30,2,2,"sigma_1",0.0277464590162237,NA
283,30,2,2,"sigma_2",0.000792114482421282,0.15522337890282
283,30,2,2,"sigma2_0",1.97934944248411,0.384749906326733
283,30,2,2,"sigma2_1",0.000769865987938983,NA
283,30,2,2,"sigma2_2",6.27445353261535e-07,0.00024590937287858
284,30,2,2,"intercept",1.067526974995,0.2272240508773
284,30,2,2,"X_1_cont",1.26748168070641,0.150704892176609
284,30,2,2,"X_2_cont",-0.703738264031373,0.138843771118731
284,30,2,2,"X_3_dich",1.09557335225161,0.300696725481131
284,30,2,2,"log_sigma_0",-0.0223653066255103,0.117788917965493
284,30,2,2,"log_sigma_1",-0.599923732522137,0.430039047551249
284,30,2,2,"log_sigma_2",-2.46781933893566,2.96248523233856
284,30,2,2,"sigma_0",0.977882942676614,0.11518377371479
284,30,2,2,"sigma_1",0.548853494169518,0.236028433877835
284,30,2,2,"sigma_2",0.0847695111689455,0.251128424990559
284,30,2,2,"sigma2_0",0.956255049577875,0.225272495177633
284,30,2,2,"sigma2_1",0.301240158062089,0.259090061314417
284,30,2,2,"sigma2_2",0.00718587002382197,0.0425760676541538
285,30,2,2,"intercept",1.12653311344246,0.192568564438435
285,30,2,2,"X_1_cont",0.96507518559905,0.13993940281499
285,30,2,2,"X_2_cont",-0.589657319408812,0.139105535929865
285,30,2,2,"X_3_dich",0.801709890752798,0.243464141252634
285,30,2,2,"log_sigma_0",-0.0551675178932879,0.0930107391165305
285,30,2,2,"log_sigma_1",-9.74803134158899,4463.69938235808
285,30,2,2,"log_sigma_2",-15.1672852172869,323627.679711999
285,30,2,2,"sigma_0",0.946326608034978,0.0880185372589725
285,30,2,2,"sigma_1",5.84095390489693e-05,0.260722623376704
285,30,2,2,"sigma_2",2.58780605486839e-07,0.0837485669081721
285,30,2,2,"sigma2_0",0.895534049074986,0.166588567616968
285,30,2,2,"sigma2_1",3.41167425191307e-09,3.04573765021426e-05
285,30,2,2,"sigma2_2",6.69674017761352e-14,4.33450097063037e-08
286,30,2,2,"intercept",0.949923185232548,0.20108331363563
286,30,2,2,"X_1_cont",0.940065913977395,0.169889993628648
286,30,2,2,"X_2_cont",-0.422123582958746,0.147275731045973
286,30,2,2,"X_3_dich",0.873477962263384,0.302610097180155
286,30,2,2,"log_sigma_0",0.130897301310832,0.106153822881768
286,30,2,2,"log_sigma_1",-1.20900135245118,1.10094721859871
286,30,2,2,"log_sigma_2",-10.3833996470305,4461.93701835675
286,30,2,2,"sigma_0",1.13985071412658,0.120999510819049
286,30,2,2,"sigma_1",0.298495222157182,0.328627484598952
286,30,2,2,"sigma_2",3.09418894331962e-05,0.13806076187988
286,30,2,2,"sigma2_0",1.29925965049488,0.275842757632121
286,30,2,2,"sigma2_1",0.0890993976506652,0.19618746804464
286,30,2,2,"sigma2_2",9.5740052169614e-10,8.54372165830014e-06
287,30,2,2,"intercept",0.695641560566219,0.258296007003028
287,30,2,2,"X_1_cont",1.16003954562447,0.170885375605318
287,30,2,2,"X_2_cont",-0.903846571454433,0.157302568239648
287,30,2,2,"X_3_dich",1.6599201493186,0.284637052874922
287,30,2,2,"log_sigma_0",0.0520701829660073,0.110371214816928
287,30,2,2,"log_sigma_1",-0.736717290209618,0.396521794023335
287,30,2,2,"log_sigma_2",-1.63059822390707,0.974863784748755
287,30,2,2,"sigma_0",1.05344967414163,0.116270520283509
287,30,2,2,"sigma_1",0.478682715591512,0.189808129154308
287,30,2,2,"sigma_2",0.195812399423414,0.190890416802645
287,30,2,2,"sigma2_0",1.10975621594912,0.244970283409882
287,30,2,2,"sigma2_1",0.229137142206064,0.181715741409857
287,30,2,2,"sigma2_2",0.0383424957679548,0.074757421082123
288,30,2,2,"intercept",0.865312924457728,0.26914811258403
288,30,2,2,"X_1_cont",0.968400490309454,0.175041354991672
288,30,2,2,"X_2_cont",-0.486417994101524,0.164808016466158
288,30,2,2,"X_3_dich",0.457483373980976,0.350082728697685
288,30,2,2,"log_sigma_0",0.183966807855589,0.116175141633828
288,30,2,2,"log_sigma_1",-0.631873971776024,0.568972364363304
288,30,2,2,"log_sigma_2",-9.84524117812155,5528.62131999934
288,30,2,2,"sigma_0",1.20197592627565,0.139639723475525
288,30,2,2,"sigma_1",0.531594673589794,0.302462678315324
288,30,2,2,"sigma_2",5.29988057268579e-05,0.29301032727601
288,30,2,2,"sigma2_0",1.44474612734621,0.33568717193874
288,30,2,2,"sigma2_1",0.282592896989039,0.321575097504258
288,30,2,2,"sigma2_2",2.80887340847323e-09,3.10583948225286e-05
289,30,2,2,"intercept",1.1371827624172,0.232333426668221
289,30,2,2,"X_1_cont",0.930869218245464,0.151970530173686
289,30,2,2,"X_2_cont",-0.548889418818007,0.159232334446201
289,30,2,2,"X_3_dich",1.32959942386404,0.331948790620891
289,30,2,2,"log_sigma_0",0.140536497635973,0.108648434326922
289,30,2,2,"log_sigma_1",-0.466763930460634,0.350040253874927
289,30,2,2,"log_sigma_2",-10.3982264944041,3608.93943293166
289,30,2,2,"sigma_0",1.15089108360213,0.125042514314186
289,30,2,2,"sigma_1",0.627028095175579,0.219485073621971
289,30,2,2,"sigma_2",3.04865030756017e-05,0.110023943121731
289,30,2,2,"sigma2_0",1.32455028631489,0.287820629590778
289,30,2,2,"sigma2_1",0.393164232139515,0.275246615265313
289,30,2,2,"sigma2_2",9.29426869778672e-10,6.70849056074098e-06
290,30,2,2,"intercept",0.776551165033626,0.266469381661174
290,30,2,2,"X_1_cont",1.14844397001884,0.188397029784243
290,30,2,2,"X_2_cont",-0.435404985486627,0.226058917594059
290,30,2,2,"X_3_dich",1.18222730248537,0.389712157258095
290,30,2,2,"log_sigma_0",0.310376859810446,0.112832327396693
290,30,2,2,"log_sigma_1",-0.451315973640484,0.466544388633113
290,30,2,2,"log_sigma_2",-10.4981578765587,4758.86548002738
290,30,2,2,"sigma_0",1.36393903109349,0.153896415305468
290,30,2,2,"sigma_1",0.636789601657649,0.297090615393291
290,30,2,2,"sigma_2",2.75872216386381e-05,0.131283876745979
290,30,2,2,"sigma2_0",1.86032968054024,0.419810655161003
290,30,2,2,"sigma2_1",0.405500996779307,0.378368429265039
290,30,2,2,"sigma2_2",7.61054797739344e-10,7.24351481074196e-06
291,30,2,2,"intercept",0.770819641089213,NA
291,30,2,2,"X_1_cont",1.23689061983179,NA
291,30,2,2,"X_2_cont",-0.49205732422849,NA
291,30,2,2,"X_3_dich",1.06795363698799,NA
291,30,2,2,"log_sigma_0",0.0398152468371652,NA
291,30,2,2,"log_sigma_1",-9.90507485996215,NA
291,30,2,2,"log_sigma_2",-18.6820696218352,NA
291,30,2,2,"sigma_0",1.04061849887223,NA
291,30,2,2,"sigma_1",4.99206975840061e-05,NA
291,30,2,2,"sigma_2",7.69981432637612e-09,NA
291,30,2,2,"sigma2_0",1.08288686019509,NA
291,30,2,2,"sigma2_1",2.49207604727379e-09,NA
291,30,2,2,"sigma2_2",5.92871406606669e-17,NA
292,30,2,2,"intercept",0.811295208825637,0.200954629828542
292,30,2,2,"X_1_cont",0.785525994696666,0.14386275289466
292,30,2,2,"X_2_cont",-0.292301667106831,0.174398133157807
292,30,2,2,"X_3_dich",0.775783759771959,0.295505230846016
292,30,2,2,"log_sigma_0",0.0613515213869929,0.112728139289391
292,30,2,2,"log_sigma_1",-1.96845432106169,4.5499382811049
292,30,2,2,"log_sigma_2",-10.7014346136437,4416.26326225594
292,30,2,2,"sigma_0",1.06327261156521,0.119860743059117
292,30,2,2,"sigma_1",0.139672578416188,0.635501611356438
292,30,2,2,"sigma_2",2.25126178266482e-05,0.0994216470450349
292,30,2,2,"sigma2_0",1.13054864650469,0.254889290593226
292,30,2,2,"sigma2_1",0.0195084291614261,0.177524297291591
292,30,2,2,"sigma2_2",5.0681796140872e-10,4.47648308724156e-06
293,30,2,2,"intercept",0.933400297646791,0.277126262359627
293,30,2,2,"X_1_cont",0.822935973729108,0.186309750905696
293,30,2,2,"X_2_cont",-0.375811396580736,0.168143198990686
293,30,2,2,"X_3_dich",1.25036020295783,0.338883355560904
293,30,2,2,"log_sigma_0",0.230681555252639,0.102062019905935
293,30,2,2,"log_sigma_1",-9.91881504827301,4635.47129292899
293,30,2,2,"log_sigma_2",-1.28866907510152,0.811055198608362
293,30,2,2,"sigma_0",1.25945810776454,0.128542838465356
293,30,2,2,"sigma_1",4.92394686232527e-05,0.228248143282166
293,30,2,2,"sigma_2",0.275637391738963,0.223557139500735
293,30,2,2,"sigma2_0",1.58623472521384,0.323788640200522
293,30,2,2,"sigma2_1",2.42452527030029e-09,2.24776345789158e-05
293,30,2,2,"sigma2_2",0.0759759717246584,0.123241413673212
294,30,2,2,"intercept",0.551947682558929,NA
294,30,2,2,"X_1_cont",0.603424082658304,NA
294,30,2,2,"X_2_cont",-0.47955818308638,NA
294,30,2,2,"X_3_dich",0.953514012166678,NA
294,30,2,2,"log_sigma_0",0.27444445081303,NA
294,30,2,2,"log_sigma_1",-8.24578900021209,NA
294,30,2,2,"log_sigma_2",-21.4940576024684,NA
294,30,2,2,"sigma_0",1.31579948044762,NA
294,30,2,2,"sigma_1",0.000262361036672108,NA
294,30,2,2,"sigma_2",4.62646615618977e-10,NA
294,30,2,2,"sigma2_0",1.73132827274622,NA
294,30,2,2,"sigma2_1",6.88333135636633e-08,NA
294,30,2,2,"sigma2_2",2.14041890943693e-19,NA
295,30,2,2,"intercept",0.822920142800163,0.182739659602609
295,30,2,2,"X_1_cont",1.0166668307984,0.177259544414731
295,30,2,2,"X_2_cont",-0.51750419783478,0.142487596537151
295,30,2,2,"X_3_dich",1.04095398600209,0.270388794367201
295,30,2,2,"log_sigma_0",0.0618542678505023,0.0998771905296733
295,30,2,2,"log_sigma_1",-9.2668566817343,3665.14734853625
295,30,2,2,"log_sigma_2",-2.44072783858654,2.72279317009804
295,30,2,2,"sigma_0",1.06380730250614,0.106250084639264
295,30,2,2,"sigma_1",9.45051070815075e-05,0.346375142642921
295,30,2,2,"sigma_2",0.0870974355121383,0.237148302545505
295,30,2,2,"sigma2_0",1.1316859768654,0.22605923186229
295,30,2,2,"sigma2_1",8.93121526448721e-09,6.54684398916835e-05
295,30,2,2,"sigma2_2",0.0075859632727911,0.0413100179755404
296,30,2,2,"intercept",1.17556887240181,0.284713171862197
296,30,2,2,"X_1_cont",1.17791397596929,0.178762854061574
296,30,2,2,"X_2_cont",-0.600521250552131,0.153424500553315
296,30,2,2,"X_3_dich",0.771299696538511,0.307925888034334
296,30,2,2,"log_sigma_0",0.121948926511809,0.105870875945455
296,30,2,2,"log_sigma_1",-1.04354117987274,0.946604631546168
296,30,2,2,"log_sigma_2",-1.50111165031374,0.946832468576252
296,30,2,2,"sigma_0",1.129696402771,0.119601947713796
296,30,2,2,"sigma_1",0.352205248892368,0.333399119856386
296,30,2,2,"sigma_2",0.222882255253203,0.211032155943233
296,30,2,2,"sigma2_0",1.27621396243374,0.270227780193361
296,30,2,2,"sigma2_1",0.124048537347335,0.23484983997903
296,30,2,2,"sigma2_2",0.049676499706754,0.0940706456951467
297,30,2,2,"intercept",1.25878865691293,0.270930710374825
297,30,2,2,"X_1_cont",0.919844971969464,0.184672873828267
297,30,2,2,"X_2_cont",-0.379103820925722,0.175896579996901
297,30,2,2,"X_3_dich",1.05808055106354,0.327060620952722
297,30,2,2,"log_sigma_0",0.120172648847991,0.109946037670625
297,30,2,2,"log_sigma_1",-0.523905968109754,0.397867543545108
297,30,2,2,"log_sigma_2",-1.73591791557048,1.20907067732821
297,30,2,2,"sigma_0",1.12769152941688,0.123985215374114
297,30,2,2,"sigma_1",0.592202898947433,0.235618312684507
297,30,2,2,"sigma_2",0.176238354087797,0.213084626148141
297,30,2,2,"sigma2_0",1.27168818551859,0.279634154300632
297,30,2,2,"sigma2_1",0.350704273521743,0.279067695633736
297,30,2,2,"sigma2_2",0.0310599574515758,0.0751073675875241
298,30,2,2,"intercept",0.974649597527194,0.227337633321015
298,30,2,2,"X_1_cont",1.16725240836711,0.173478981339589
298,30,2,2,"X_2_cont",-0.623333996179625,0.152046025201326
298,30,2,2,"X_3_dich",1.46232433636902,0.298319845850451
298,30,2,2,"log_sigma_0",0.158051503098147,0.0963687737063774
298,30,2,2,"log_sigma_1",-9.79216978148146,3925.38394869434
298,30,2,2,"log_sigma_2",-1.76504513233456,1.22273422655922
298,30,2,2,"sigma_0",1.17122651494847,0.112869662977978
298,30,2,2,"sigma_1",5.58875019517436e-05,0.219379903093998
298,30,2,2,"sigma_2",0.171179060599966,0.209306496265833
298,30,2,2,"sigma2_0",1.37177154931834,0.264391884026211
298,30,2,2,"sigma2_1",3.12341287440614e-09,2.45211895246782e-05
298,30,2,2,"sigma2_2",0.0293022707878868,0.071657778816511
299,30,2,2,"intercept",0.692318930354488,0.207677284952238
299,30,2,2,"X_1_cont",1.03458732813383,0.158459998232772
299,30,2,2,"X_2_cont",-0.413696444859413,0.145377955047353
299,30,2,2,"X_3_dich",0.74001184434361,0.27615230086698
299,30,2,2,"log_sigma_0",0.134083722876204,0.0975688130866637
299,30,2,2,"log_sigma_1",-9.22519440535184,5100.89589649948
299,30,2,2,"log_sigma_2",-14.7805578609974,300119.963873611
299,30,2,2,"sigma_0",1.14348855178757,0.111568820776101
299,30,2,2,"sigma_1",9.85255743562523e-05,0.502568697934062
299,30,2,2,"sigma_2",3.80965178504642e-07,0.114335255609917
299,30,2,2,"sigma2_0",1.30756606806923,0.255155338587821
299,30,2,2,"sigma2_1",9.70728880222939e-09,9.90317392348546e-05
299,30,2,2,"sigma2_2",1.45134467233074e-13,8.71155021256119e-08
300,30,2,2,"intercept",0.69505143536811,0.24544414094962
300,30,2,2,"X_1_cont",1.24992979587198,0.213848424318681
300,30,2,2,"X_2_cont",-0.620920942232832,0.153137851751855
300,30,2,2,"X_3_dich",1.31252834023577,0.340414787615838
300,30,2,2,"log_sigma_0",0.240633532638617,0.110368677044671
300,30,2,2,"log_sigma_1",-0.946302686807463,0.819060560846714
300,30,2,2,"log_sigma_2",-10.3173596579104,4992.23209314687
300,30,2,2,"sigma_0",1.2720547833204,0.140395003563418
300,30,2,2,"sigma_1",0.38817357280249,0.31793766424548
300,30,2,2,"sigma_2",3.30542747570715e-05,0.165014611257947
300,30,2,2,"sigma2_0",1.61812337176831,0.357180271674261
300,30,2,2,"sigma2_1",0.15067872262225,0.246829998117293
300,30,2,2,"sigma2_2",1.09258507971598e-09,1.09088765989031e-05
301,30,2,2,"intercept",0.688543453257911,0.329623898209319
301,30,2,2,"X_1_cont",1.03122650711878,0.168018696226229
301,30,2,2,"X_2_cont",-0.248130285567331,0.160155001544974
301,30,2,2,"X_3_dich",0.969303385629655,0.328334136741831
301,30,2,2,"log_sigma_0",0.0673485960095656,0.111280319342995
301,30,2,2,"log_sigma_1",-0.203726816969455,0.301042830418412
301,30,2,2,"log_sigma_2",-1.29207670698484,0.809190403236817
301,30,2,2,"sigma_0",1.06966829528884,0.11903302949082
301,30,2,2,"sigma_1",0.815685172100478,0.245556172939457
301,30,2,2,"sigma_2",0.274699719502892,0.222284376793586
301,30,2,2,"sigma2_0",1.14419026194614,0.254651715477023
301,30,2,2,"sigma2_1",0.665342299984586,0.400593058368912
301,30,2,2,"sigma2_2",0.0754599358949675,0.122122911910146
302,30,2,2,"intercept",0.988555879437653,0.213640418887565
302,30,2,2,"X_1_cont",0.897511707433428,0.159071475153487
302,30,2,2,"X_2_cont",-0.655371107019242,0.161912267886182
302,30,2,2,"X_3_dich",1.29009151009568,0.329436620361906
302,30,2,2,"log_sigma_0",0.197231167350395,0.104359031250831
302,30,2,2,"log_sigma_1",-1.33484172502728,1.86484238845706
302,30,2,2,"log_sigma_2",-10.3580238454201,3543.06037562341
302,30,2,2,"sigma_0",1.21802557590888,0.127111969140586
302,30,2,2,"sigma_1",0.263199830105429,0.4908261998153
302,30,2,2,"sigma_2",3.17371117103554e-05,0.112446502937694
302,30,2,2,"sigma2_0",1.48358630356815,0.309651258834747
302,30,2,2,"sigma2_1",0.0692741505675265,0.25837074480536
302,30,2,2,"sigma2_2",1.00724425971558e-09,7.13745445034482e-06
303,30,2,2,"intercept",0.933509797585622,0.216382705310783
303,30,2,2,"X_1_cont",1.10118500145188,0.175127699301849
303,30,2,2,"X_2_cont",-0.51477829920417,0.153462728655042
303,30,2,2,"X_3_dich",1.41220852487872,0.312060498479196
303,30,2,2,"log_sigma_0",0.194730176705125,0.0977370880642776
303,30,2,2,"log_sigma_1",-10.1811396946873,5017.52198172227
303,30,2,2,"log_sigma_2",-17.5797517100462,3001199.63592799
303,30,2,2,"sigma_0",1.2149831115112,0.11874891136638
303,30,2,2,"sigma_1",3.78780149490643e-05,0.190053772630935
303,30,2,2,"sigma_2",2.31851996018403e-08,0.0695834126039608
303,30,2,2,"sigma2_0",1.47618396125744,0.288555843640985
303,30,2,2,"sigma2_1",1.43474401648154e-09,1.43977192816812e-05
303,30,2,2,"sigma2_2",5.37553480577176e-16,3.22661062040009e-09
304,30,2,2,"intercept",1.36547101210517,0.217793649267034
304,30,2,2,"X_1_cont",1.08515778352483,0.156303652921467
304,30,2,2,"X_2_cont",-0.736794322712912,0.145135256567225
304,30,2,2,"X_3_dich",1.03038555066768,0.331915422042834
304,30,2,2,"log_sigma_0",0.126415687697084,0.109671687767174
304,30,2,2,"log_sigma_1",-0.982334207529288,0.718007157784957
304,30,2,2,"log_sigma_2",-9.58006567115044,4102.87351110224
304,30,2,2,"sigma_0",1.13475377343884,0.124450361533207
304,30,2,2,"sigma_1",0.374436066509478,0.26884777588665
304,30,2,2,"sigma_2",6.90924101992332e-05,0.283477419624644
304,30,2,2,"sigma2_0",1.28766612633369,0.282441034711269
304,30,2,2,"sigma2_1",0.140202367903091,0.201332607385638
304,30,2,2,"sigma2_2",4.7737611471391e-09,3.91722763178521e-05
305,30,2,2,"intercept",0.994330623395336,0.306173130264368
305,30,2,2,"X_1_cont",0.78470432709965,0.164570768301585
305,30,2,2,"X_2_cont",-0.288623080276183,0.133469182485882
305,30,2,2,"X_3_dich",0.676940630526725,0.289958237719418
305,30,2,2,"log_sigma_0",0.145666590029701,0.0948209072529177
305,30,2,2,"log_sigma_1",-9.51119887877347,3769.2071328836
305,30,2,2,"log_sigma_2",-1.09327868995993,0.686912827328009
305,30,2,2,"sigma_0",1.1568104316152,0.109689814645393
305,30,2,2,"sigma_1",7.40182496129677e-05,0.278990114404757
305,30,2,2,"sigma_2",0.335115949222418,0.23019544416308
305,30,2,2,"sigma2_0",1.33821037469375,0.253780643647457
305,30,2,2,"sigma2_1",5.4787012757676e-09,4.13007198551235e-05
305,30,2,2,"sigma2_2",0.112302699423242,0.154284329554774
306,30,2,2,"intercept",0.625996779156806,0.235623422049719
306,30,2,2,"X_1_cont",0.604245944899284,0.13857401603215
306,30,2,2,"X_2_cont",-0.361384277172356,0.126276291429122
306,30,2,2,"X_3_dich",1.41979123673897,0.275807735028572
306,30,2,2,"log_sigma_0",-0.0751401809443029,0.111308243869154
306,30,2,2,"log_sigma_1",-1.25209937148906,0.654453465112544
306,30,2,2,"log_sigma_2",-1.44896595689938,0.788510712315892
306,30,2,2,"sigma_0",0.927613443485546,0.103251023383795
306,30,2,2,"sigma_1",0.285903947781576,0.187110829315008
306,30,2,2,"sigma_2",0.234812969331618,0.185152541708684
306,30,2,2,"sigma2_0",0.860466700535112,0.191554074688898
306,30,2,2,"sigma2_1",0.0817410673570901,0.106991449547691
306,30,2,2,"sigma2_2",0.0551371305663315,0.0869524361958247
307,30,2,2,"intercept",0.726718958733688,0.184937566553599
307,30,2,2,"X_1_cont",1.02199935392054,0.126128185767226
307,30,2,2,"X_2_cont",-0.435176608835067,0.143408184577045
307,30,2,2,"X_3_dich",1.14320328560248,0.26886904003175
307,30,2,2,"log_sigma_0",-0.00916717191169992,0.10143598909378
307,30,2,2,"log_sigma_1",-9.86783838650766,4548.02404266153
307,30,2,2,"log_sigma_2",-14.6688386141742,348882.371050572
307,30,2,2,"sigma_0",0.99087471850545,0.100510357139621
307,30,2,2,"sigma_1",5.18146108096923e-05,0.235654095723631
307,30,2,2,"sigma_2",4.25994835421516e-07,0.148622088237157
307,30,2,2,"sigma2_0",0.981832707773255,0.199186343675209
307,30,2,2,"sigma2_1",2.68475389335988e-09,2.44206505112598e-05
307,30,2,2,"sigma2_2",1.81471599805804e-13,1.26624484037179e-07
308,30,2,2,"intercept",0.792835331853737,0.212935617912473
308,30,2,2,"X_1_cont",1.14316907000888,0.179190521710765
308,30,2,2,"X_2_cont",-0.676693938317561,0.141225321387304
308,30,2,2,"X_3_dich",0.441764416546955,0.277474372522986
308,30,2,2,"log_sigma_0",0.00529983437552706,0.113309383794645
308,30,2,2,"log_sigma_1",-0.606534843817652,0.428684623189317
308,30,2,2,"log_sigma_2",-10.2498117846003,3820.8901160843
308,30,2,2,"sigma_0",1.00531390334115,0.113911498907774
